var,rel.inf
FreqDischarge,69.8530894049402
SourceWater,20.603065275130355
EmptyDepart,2.4859215857622825
TripType,2.2541540208065984
Speed,2.14586089825802
MaxVol,0.8434443093291515
EmptyArrival,0.7641259585760546
Length,0.710748574597398
FreqUse,0.19290602238166762
RiskyWater,0.1466839502182669
