id,type,from,to,days,dist,key,ID,homeport,No_trips
DOM819,DOM,Gulf Harbour,AKLBWM,31,25.0587559547556,819,Y819,Gulf HM,1
DOM82,DOM,Whangarei,Tutukaka,2,23.0217288664427,82,Y82,Whangarei,3
DOM82,DOM,Whangarei,Great Barrier,8,119.439822714202,82,Y82,Whangarei,3
DOM82,DOM,Whangarei,Whangamumu,2,56.215539666537,82,Y82,Whangarei,3
DOM82,DOM,Whangarei,Little Barrier,1,80.7079069856232,82,Y82,Whangarei,3
DOM821,DOM,Waikawa Bay,Picton,365,3.31620641697709,821,Y821,Waikawa Bay Marina,0
DOM823,DOM,AKLBWM,Whangarei,7,124.147734574579,823,Y823,AKL_BWM,5
DOM825,DOM,Tauranga,AKLWESTHAV,5,156.730126331857,825,NA,NA,NA
DOM825,DOM,Tauranga,Mayor Is,4,42.33760030989,825,NA,NA,NA
DOM825,DOM,Tauranga,Mercury Islands,15,124.08349205273,825,NA,NA,NA
DOM825,DOM,Tauranga,Slipper Is,2,70.8163258013292,825,NA,NA,NA
DOM825,DOM,Tauranga,Great Barrier,20,162.671591404277,825,NA,NA,NA
DOM825,DOM,Tauranga,Opua,20,320.246655564114,825,NA,NA,NA
DOM825,DOM,Tauranga,Kerikeri,3,335.846608439031,825,NA,NA,NA
DOM826,DOM,AKLWESTHAV,Poor Knight Is,1,152.283664586849,826,Y826,AKL_WESTHAV,7
DOM826,DOM,AKLWESTHAV,Tutukaka,6,136.339193557832,826,Y826,AKL_WESTHAV,7
DOM826,DOM,AKLWESTHAV,Great Barrier,7,87.9603970545836,826,Y826,AKL_WESTHAV,7
DOM826,DOM,AKLWESTHAV,Little Barrier,1,79.2763549237728,826,Y826,AKL_WESTHAV,7
DOM827,DOM,Wellington,Kapiti,1,49.637987469276,827,Y827,Wellington,5
DOM827,DOM,Wellington,Picton,3,65.1801350105997,827,Y827,Wellington,5
DOM828,DOM,Opua,Bay of Islands,360,4.84592870356137,828,Y828,Russell,1
DOM828,DOM,Opua,AKLWESTHAV,5,178.950919807639,828,Y828,Russell,1
DOM829,DOM,AKLWESTHAV,Great Barrier,3,87.9603970545836,829,Y829,AKL_WESTHAV,20
DOM83,DOM,Whangarei,Bay of Islands,10,58.5462639713244,83,Y83,Whangarei,4
DOM83,DOM,Whangarei,Great Barrier,14,119.439822714202,83,Y83,Whangarei,4
DOM831,DOM,Kerikeri,Great Barrier,10,181.776789634981,831,Y831,Kerikeri Marina,6
DOM831,DOM,Kerikeri,Opua,0.5,15.7289541928254,831,Y831,Kerikeri Marina,6
DOM834,DOM,Kerikeri,Bay of Islands,115,11.6241569586788,834,Y834,Kerikeri Marina,1
DOM836,DOM,AKLBBM,Bay of Islands,2,191.790306650258,836,Y836,AKL_BBM,25
DOM836,DOM,AKLBBM,Tutukaka,1,142.178903146705,836,Y836,AKL_BBM,25
DOM836,DOM,AKLBBM,Great Barrier,7,80.5244264183235,836,Y836,AKL_BBM,25
DOM837,DOM,AKLHMB,Bay of Islands,3,192.959742239152,837,Y837,AKL_HMB,1
DOM838,DOM,AKLHMB,Opua,5,188.146868695708,838,Y838,AKL_HMB,1
DOM839,DOM,Nelson,Picton,180,61.5845841099865,839,Y839,Nelson,7
DOM84,DOM,Whangarei,Great Barrier,30,119.439822714202,84,Y84,Whangarei,4
DOM840,DOM,Gulf Harbour,Bay of Islands,150,161.093755387973,840,Y840,Gulf HM,15
DOM840,DOM,Gulf Harbour,Great Barrier,30,67.8647552121129,840,Y840,Gulf HM,15
