id,type,from,to,days,dist,key
DOM382,DOM,Wellington,Picton,14,65.1801350105997,382
DOM383,DOM,Mahurangi Harbour,AKLWESTHAV,60,38.5919486421715,383
DOM384,DOM,Nelson,AKLWESTHAV,14,507.230757151023,384
DOM384,DOM,Nelson,AKLHMB,2,506.299871716357,384
DOM385,DOM,Wellington,Picton,16,65.1801350105997,385
DOM388,DOM,Mangonui Harbour,Bay of Islands,5,59.2256787635228,388
DOM388,DOM,Mangonui Harbour,Kerikeri,2,47.6806040230197,388
DOM390,DOM,AKLWESTPARK,Bay of Islands,7,178.264657531997,390
DOM390,DOM,AKLWESTPARK,Rakino Is,6,28.8431412991026,390
DOM390,DOM,AKLWESTPARK,Urquharts Bay,18,107.790426754884,390
DOM390,DOM,AKLWESTPARK,Tutukaka,8,132.393070060332,390
DOM390,DOM,AKLWESTPARK,Kawau Is,50,46.508219703618,390
DOM390,DOM,AKLWESTPARK,Whangarei,2,120.245270177251,390
DOM390,DOM,AKLWESTPARK,Motuihe Is,9,26.4708330054043,390
DOM390,DOM,AKLWESTPARK,Waiheke Island,8,32.9752786189897,390
DOM390,DOM,AKLWESTPARK,Whangamumu,1,175.998782098059,390
DOM390,DOM,AKLWESTPARK,Opua,3,173.419205972118,390
DOM390,DOM,AKLWESTPARK,Kerikeri,3,187.656305516228,390
DOM390,DOM,AKLWESTPARK,Coromandel,4,74.6515580882275,390
DOM391,DOM,AKLWESTHAV,Tutukaka,2,136.339193557832,391
DOM391,DOM,AKLWESTHAV,Opua,2,178.950919807639,391
DOM392,DOM,Waikawa Bay,AKLWESTHAV,90,495.321479066878,392
DOM392,DOM,Waikawa Bay,Opua,5,661.24072433948,392
DOM392,DOM,Waikawa Bay,Kerikeri,1,672.88589487743,392
DOM392,DOM,Waikawa Bay,Picton,30,3.31620641697709,392
DOM394,DOM,AKLWESTHAV,Bay of Islands,21,183.789278318949,394
DOM394,DOM,AKLWESTHAV,Tutukaka,1,136.339193557832,394
DOM395,DOM,Gulf Harbour,Great Barrier,14,67.8647552121129,395
DOM396,DOM,AKLPINE,Great Barrier,7,77.8466200293886,396
DOM396,DOM,AKLPINE,Gulf Harbour,358,35.9185363009129,396
DOM398,DOM,Lyttelton,Cuvier Is,60,838.037376254783,398
DOM398,DOM,Lyttelton,Wellington,10,308.516347054739,398
DOM40,DOM,Gulf Harbour,Tutukaka,1,111.219518296026,40
DOM40,DOM,Gulf Harbour,Great Barrier,6,67.8647552121129,40
DOM40,DOM,Gulf Harbour,AKLBWM,2,25.0587559547556,40
DOM40,DOM,Gulf Harbour,Opua,1,156.298564452781,40
DOM40,DOM,Gulf Harbour,Kerikeri,6,171.277176675703,40
DOM400,DOM,AKLBBM,Tutukaka,2,142.178903146705,400
DOM400,DOM,AKLBBM,Opua,4,186.979444057362,400
